fips_code,RegionName,year,price
06069,San Benito County,2009,348937.6883667809
06069,San Benito County,2010,316967.7329735745
06069,San Benito County,2011,300152.0606195506
06069,San Benito County,2012,293691.15744195896
06069,San Benito County,2013,353740.7272565313
06069,San Benito County,2014,421079.48023298074
06069,San Benito County,2015,462502.53734172083
06069,San Benito County,2016,517165.32949491095
06069,San Benito County,2017,549720.2487174672
06069,San Benito County,2018,576618.915067368
06069,San Benito County,2019,593201.3609279657
06069,San Benito County,2020,618342.9050082222
06069,San Benito County,2021,723365.5786414252
06069,San Benito County,2022,799294.6720025811
06069,San Benito County,2023,752749.8078011248
06071,San Bernardino County,2000,133079.3756547704
06071,San Bernardino County,2001,145777.9198785761
06071,San Bernardino County,2002,163429.66785138592
06071,San Bernardino County,2003,192783.79023630393
06071,San Bernardino County,2004,244693.5785968059
06071,San Bernardino County,2005,317184.895398984
06071,San Bernardino County,2006,371684.7512907283
06071,San Bernardino County,2007,369768.0657121013
06071,San Bernardino County,2008,283922.8359561648
06071,San Bernardino County,2009,195064.58032939592
06071,San Bernardino County,2010,184873.3121922821
06071,San Bernardino County,2011,178607.34437591035
06071,San Bernardino County,2012,173152.423531112
06071,San Bernardino County,2013,205138.87196194427
06071,San Bernardino County,2014,248131.27866135145
06071,San Bernardino County,2015,268604.96090481884
06071,San Bernardino County,2016,286079.32852775475
06071,San Bernardino County,2017,315144.24698687997
06071,San Bernardino County,2018,353756.4887758616
06071,San Bernardino County,2019,367754.53971756453
06071,San Bernardino County,2020,390379.5135199435
06071,San Bernardino County,2021,457588.04301505367
06071,San Bernardino County,2022,529298.4775575974
06071,San Bernardino County,2023,522815.55864680617
06073,San Diego County,2000,229713.17883938432
06073,San Diego County,2001,267405.3163524786
06073,San Diego County,2002,305454.7097780379
06073,San Diego County,2003,366050.67364412657
06073,San Diego County,2004,449190.49320483906
06073,San Diego County,2005,529411.4960353725
06073,San Diego County,2006,537027.4027111769
06073,San Diego County,2007,501513.4685418659
06073,San Diego County,2008,426505.884624614
06073,San Diego County,2009,361648.1444238169
06073,San Diego County,2010,366434.16314067465
06073,San Diego County,2011,346604.9219800819
06073,San Diego County,2012,344274.6339326632
06073,San Diego County,2013,396685.01251388754
06073,San Diego County,2014,442389.4471424716
06073,San Diego County,2015,474682.30941104796
06073,San Diego County,2016,515148.42957075615
06073,San Diego County,2017,555713.2660378965
06073,San Diego County,2018,591910.3942436549
06073,San Diego County,2019,604407.415699238
06073,San Diego County,2020,640071.4684639514
06073,San Diego County,2021,751673.7412616451
06073,San Diego County,2022,875649.8978477822
06073,San Diego County,2023,853991.9342195482
06075,San Francisco County,2000,421583.13957394665
06075,San Francisco County,2001,501336.3249042344
06075,San Francisco County,2002,511248.42887400487
06075,San Francisco County,2003,549140.0292120619
06075,San Francisco County,2004,617991.0299078599
06075,San Francisco County,2005,720734.4708040181
06075,San Francisco County,2006,749969.3068952399
06075,San Francisco County,2007,758361.4264251726
06075,San Francisco County,2008,724485.534363097
06075,San Francisco County,2009,649234.1401371924
06075,San Francisco County,2010,635003.5233351047
06075,San Francisco County,2011,596060.9837724037
06075,San Francisco County,2012,629305.6102789325
06075,San Francisco County,2013,761944.8597352034
06075,San Francisco County,2014,876142.2138324782
06075,San Francisco County,2015,1027382.5233635106
06075,San Francisco County,2016,1105317.8634127385
06075,San Francisco County,2017,1143986.4968449995
06075,San Francisco County,2018,1257121.7747503656
06075,San Francisco County,2019,1268345.0872334032
06075,San Francisco County,2020,1311360.1220422932
06075,San Francisco County,2021,1360156.9157533112
06075,San Francisco County,2022,1409001.365528771
06075,San Francisco County,2023,1280560.7659661546
06077,San Joaquin County,2000,166505.58663590808
06077,San Joaquin County,2001,199483.16293906365
06077,San Joaquin County,2002,229464.79319417043
06077,San Joaquin County,2003,257139.08778926556
06077,San Joaquin County,2004,302894.3647423026
06077,San Joaquin County,2005,390325.0667448511
06077,San Joaquin County,2006,438685.21217870846
06077,San Joaquin County,2007,395676.37997092673
